pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
22676449;a;3;Therefore, this present study was conducted to examine the systemic inflammation among areca nut chewers and healthy controls. ;areca;systemic inflammation;Negative;o;87;92;59;80
22676449;a;11;Increase in amount of areca nut consumption had a significant dose-response relationship with systemic inflammation (p for trend <0.001). ;areca;systemic inflammation;Negative;o;22;27;94;115
22676449;a;14;CONCLUSIONS: Areca nut chewing has a significant association with systemic inflammation . ;Areca;systemic inflammation;Association;o;13;18;66;87
22676449;a;15;Further work is required to confirm that systemic inflammation is the main pathway by which areca nut use increases the risk of systemic diseases. ;areca;systemic inflammation;Negative;o;92;97;41;62
22676449;a;15;Further work is required to confirm that systemic inflammation is the main pathway by which areca nut use increases the risk of systemic diseases . ;areca;systemic diseases;Cause_of_disease;o;92;97;128;145
22683493;t;0; Rhodiola crenulata root ameliorates derangements of glucose and lipid metabolism in a rat model of the metabolic syndrome and type 2 diabetes. ;Rhodiola crenulata;metabolic syndrome;Treatment_of_disease;o;1;19;104;122
22683493;t;0; Rhodiola crenulata root ameliorates derangements of glucose and lipid metabolism in a rat model of the metabolic syndrome and type 2 diabetes . ;Rhodiola crenulata;type 2 diabetes;Treatment_of_disease;o;1;19;127;142
22683493;a;0;ETHNOPHARMACOLOGICAL RELEVANCE: Rhodiola species are traditionally used as tonics and stimulants to treat asthenia , suggesting their possible regulatory effect on energy metabolism. ;Rhodiola;asthenia;Treatment_of_disease;o;32;40;106;114
22683493;a;3;MATERIALS AND METHODS: Zucker diabetic fatty (ZDF) rats were treated with Rhodiola crenulata root (RCR) powder (100 and 500 mg/kg, by gavage, once daily for 4 weeks). ;Rhodiola crenulata;diabetic;Negative;o;74;92;30;38
22683493;a;3;MATERIALS AND METHODS: Zucker diabetic fatty (ZDF) rats were treated with Rhodiola crenulata root ( RCR ) powder (100 and 500 mg/kg, by gavage, once daily for 4 weeks). ;RCR;diabetic;Negative;o;100;103;30;38
22683493;a;4;In addition, the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ;olive;hyperglycemia;Negative;o;83;88;57;70
22683493;a;4;In addition, the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ;olive;hypertriglyceridemia;Cause_of_disease;o;83;88;101;121
22683493;a;4;In addition, the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ;RCR;hyperglycemia;Negative;o;28;31;57;70
22683493;a;4;In addition, the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ;RCR;hypertriglyceridemia;Negative;o;28;31;101;121
22683493;a;9;However, RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ;olive;hyperglycemia;Treatment_of_disease;o;80;85;54;67
22683493;a;9;However, RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ;olive;hypertriglyceridemia;Treatment_of_disease;o;80;85;104;124
22683493;a;9;However, RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ;RCR;hyperglycemia;Treatment_of_disease;o;9;12;54;67
22683493;a;9;However, RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ;RCR;hypertriglyceridemia;Treatment_of_disease;o;9;12;104;124
22683493;a;10;CONCLUSIONS: The present results demonstrate that RCR treatment improves metabolic derangements in animal model of the metabolic syndrome and type 2 diabetes. ;RCR;metabolic syndrome;Treatment_of_disease;o;50;53;119;137
22683493;a;10;CONCLUSIONS: The present results demonstrate that RCR treatment improves metabolic derangements in animal model of the metabolic syndrome and type 2 diabetes . ;RCR;type 2 diabetes;Treatment_of_disease;o;50;53;142;157
22706885;t;0;Persistent cigarette smoking and other tobacco use after a tobacco-related cancer diagnosis. ;tobacco;cancer;Negative;o;39;46;75;81
22706885;t;0;Persistent cigarette smoking and other tobacco use after a tobacco -related cancer diagnosis. ;tobacco;cancer;Cause_of_disease;o;39;46;76;82
22706885;a;1;These risks may be even higher among tobacco -related cancer survivors (TRCS). ;tobacco;cancer;Cause_of_disease;o;37;44;54;60
22706885;a;2;We describe tobacco use behaviors among TRCS, other cancer survivors, and people without a history of cancer. ;tobacco;cancer;Negative;o;12;19;52;58
22706885;a;2;We describe tobacco use behaviors among TRCS, other cancer survivors, and people without a history of cancer . ;tobacco;cancer;Negative;o;12;19;52;58
22706885;a;3;METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics, smoking history, current smoking prevalence, and smokeless tobacco use among TRCS, other cancer survivors, and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age, sex, race, and insurance status). ;tobacco;cancer;Negative;o;170;177;200;206
22706885;a;3;METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics, smoking history, current smoking prevalence, and smokeless tobacco use among TRCS, other cancer survivors, and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age, sex, race, and insurance status). ;tobacco;cancer;Negative;o;170;177;200;206
22706885;a;3;METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics, smoking history, current smoking prevalence, and smokeless tobacco use among TRCS, other cancer survivors, and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age, sex, race, and insurance status). ;tobacco;cancer;Negative;o;170;177;200;206
22706885;a;3;METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics, smoking history, current smoking prevalence, and smokeless tobacco use among TRCS, other cancer survivors, and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age, sex, race, and insurance status). ;tobacco;cancer;Negative;o;170;177;200;206
22706885;a;4; Tobacco -related cancers were defined as lung/bronchial, pharyngeal, laryngeal, esophageal, stomach, pancreatic, kidney/renal, urinary bladder, cervical, and acute myeloid leukemia. ;Tobacco;cancers;Cause_of_disease;o;1;8;18;25
22706885;a;4; Tobacco -related cancers were defined as lung/bronchial, pharyngeal, laryngeal, esophageal, stomach, pancreatic, kidney/renal, urinary bladder, cervical, and acute myeloid leukemia . ;Tobacco;acute myeloid leukemia;Negative;o;1;8;159;181
22706885;a;8;Smokeless tobacco use was higher among respondents without a history of cancer (4 %) compared with TRCS (3 %) and other cancer survivors (3 %). ;tobacco;cancer;Negative;o;10;17;72;78
22706885;a;8;Smokeless tobacco use was higher among respondents without a history of cancer (4 %) compared with TRCS (3 %) and other cancer survivors (3 %). ;tobacco;cancer;Negative;o;10;17;72;78
22706885;a;10;Targeted smoking prevention and cessation interventions are needed for cancer survivors, especially those diagnosed with a tobacco -related cancer. ;tobacco;cancer;Negative;o;123;130;71;77
22706885;a;10;Targeted smoking prevention and cessation interventions are needed for cancer survivors, especially those diagnosed with a tobacco -related cancer . ;tobacco;cancer;Cause_of_disease;o;123;130;71;77
22706885;a;12;We provide the first population-based report on demographic characteristics and tobacco use behaviors among self-reported tobacco-related cancer survivors. ;tobacco;cancer;Negative;o;80;87;138;144
22706885;a;12;We provide the first population-based report on demographic characteristics and tobacco use behaviors among self-reported tobacco -related cancer survivors. ;tobacco;cancer;Cause_of_disease;o;80;87;139;145
22895979;a;1;Epidemiological studies suggest that cocoa rich products reduce the risk of cardiovascular disease . ;cocoa;cardiovascular disease;Treatment_of_disease;o;37;42;76;98
22895979;a;5;OBJECTIVES: To determine the effect of flavanol-rich chocolate or cocoa products on blood pressure in people with or without hypertension . ;cocoa;hypertension;Negative;o;66;71;125;137
22895979;a;22;Adverse effects including gastrointestinal complaints and distaste of the trial product were reported by 5% of patients in the active cocoa intervention group and 1% of patients in the control groups. ;cocoa;gastrointestinal complaints;Cause_of_disease;o;134;139;26;53
22895979;a;29;Furthermore, long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ;cocoa;cardiovascular events;Negative;o;58;63;142;163
22895979;a;29;Furthermore, long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ;cocoa;cardiovascular events;Negative;o;58;63;142;163
22895979;a;29;Furthermore, long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ;cocoa;cardiovascular events;Negative;o;58;63;142;163
22966340;t;0; Aloe -emodin, an anthraquinone, in vitro inhibits proliferation and induces apoptosis in human colon carcinoma cells. ;Aloe;colon carcinoma;Treatment_of_disease;o;1;5;96;111
22966340;a;0;The present study aimed to investigate the anticancer effect of aloe -emodin, an anthraquinone compound present in the leaves of Aloe vera, on two human colon carcinoma cell lines, DLD-1 and WiDr. ;aloe;colon carcinoma;Negative;o;64;68;153;168
22966340;a;0;The present study aimed to investigate the anticancer effect of aloe-emodin, an anthraquinone compound present in the leaves of Aloe vera , on two human colon carcinoma cell lines, DLD-1 and WiDr. ;Aloe vera;colon carcinoma;Negative;o;128;137;153;168
22966340;a;1; Colon carcinoma cells were treated with various concentrations of aloe -emodin for different durations. ;aloe;Colon carcinoma;Negative;o;67;71;1;16
22966340;a;10;In addition, exposure of colon carcinoma cells to aloe -emodin suppressed the casein kinase II activity in a time-dependent manner and was accompanied by a reduced phosphorylation of Bid, a downstream substrate of casein kinase II and a pro-apoptotic molecule. ;aloe;colon carcinoma;Treatment_of_disease;x;50;54;25;40
22966340;a;11;These findings showed that the inhibition of casein kinase II activity, the release of apoptosis-inducing factor and cytochrome c, and the caspase-3 activation are involved in aloe -emodin-mediated apoptosis in colon carcinoma cells. ;aloe;colon carcinoma;Treatment_of_disease;x;176;180;211;226
22986747;a;2;In this study, we use a genomic approach to study the signaling processes associated with tobacco smoke exposure and lung cancer . ;tobacco;lung cancer;Negative;o;90;97;117;128
22986747;a;9;"Furthermore, our findings suggest that the airway gene expression signatures derived in this study can provide novel insights into signaling pathways altered in the ""field of injury"" induced by tobacco smoke and thus may impact strategies for prevention of tobacco-related lung cancer . ";tobacco;lung cancer;Negative;o;194;201;273;284
